dep;jour;n_dose1;n_complet;n_rappel;n_cum_dose1;n_cum_complet;n_cum_rappel;couv_dose1;couv_complet;couv_rappel
30;2021-09-16;761;1436;750;533638;506102;5882;82.2;77.9;0.9
30;2021-09-17;807;1858;764;534445;507960;6646;82.3;78.2;1.0
30;2021-09-18;410;1005;155;534855;508965;6801;82.3;78.4;1.0
30;2021-09-19;66;156;27;534921;509121;6828;82.4;78.4;1.1
30;2021-09-20;430;1170;588;535351;510291;7416;82.4;78.6;1.1
30;2021-09-21;452;1161;921;535803;511452;8337;82.5;78.7;1.3
30;2021-09-22;501;1407;536;536304;512859;8873;82.6;79.0;1.4
30;2021-09-23;640;1128;806;536944;513987;9679;82.7;79.1;1.5
30;2021-09-24;546;1561;613;537490;515548;10292;82.7;79.4;1.6
30;2021-09-25;339;870;119;537829;516418;10411;82.8;79.5;1.6
30;2021-09-26;54;135;24;537883;516553;10435;82.8;79.5;1.6
30;2021-09-27;395;887;617;538278;517440;11052;82.9;79.7;1.7
30;2021-09-28;530;936;830;538808;518376;11882;82.9;79.8;1.8
30;2021-09-29;466;1106;497;539274;519482;12379;83.0;80.0;1.9
30;2021-09-30;411;916;676;539685;520398;13055;83.1;80.1;2.0
30;2021-10-01;682;1001;836;540367;521399;13891;83.2;80.3;2.1
30;2021-10-02;300;541;228;540667;521940;14119;83.2;80.4;2.2
30;2021-10-03;21;52;4;540688;521992;14123;83.2;80.4;2.2
30;2021-10-04;436;796;846;541124;522788;14969;83.3;80.5;2.3
30;2021-10-05;373;723;907;541497;523511;15876;83.4;80.6;2.4
30;2021-10-06;493;865;940;541990;524376;16816;83.4;80.7;2.6
30;2021-10-07;401;853;847;542391;525229;17663;83.5;80.9;2.7
30;2021-10-08;498;1066;974;542889;526295;18637;83.6;81.0;2.9
30;2021-10-09;314;549;309;543203;526844;18946;83.6;81.1;2.9
30;2021-10-10;11;28;12;543214;526872;18958;83.6;81.1;2.9
30;2021-10-11;288;560;797;543502;527432;19755;83.7;81.2;3.0
30;2021-10-12;386;686;1058;543888;528118;20813;83.7;81.3;3.2
30;2021-10-13;354;678;782;544242;528796;21595;83.8;81.4;3.3
30;2021-10-14;383;674;1090;544625;529470;22685;83.8;81.5;3.5
30;2021-10-15;457;702;1042;545082;530172;23727;83.9;81.6;3.7
30;2021-10-16;216;417;285;545298;530589;24012;83.9;81.7;3.7
30;2021-10-17;12;31;6;545310;530620;24018;84.0;81.7;3.7
30;2021-10-18;305;496;828;545615;531116;24846;84.0;81.8;3.8
30;2021-10-19;307;553;1363;545922;531669;26209;84.0;81.9;4.0
30;2021-10-20;312;446;1079;546234;532115;27288;84.1;81.9;4.2
30;2021-10-21;340;532;1666;546574;532647;28954;84.1;82.0;4.5
30;2021-10-22;368;631;1222;546942;533278;30176;84.2;82.1;4.6
30;2021-10-23;158;294;674;547100;533572;30850;84.2;82.1;4.7
30;2021-10-24;10;21;3;547110;533593;30853;84.2;82.1;4.7
30;2021-10-25;289;404;920;547399;533997;31773;84.3;82.2;4.9
30;2021-10-26;288;355;1299;547687;534352;33072;84.3;82.3;5.1
30;2021-10-27;338;425;1118;548025;534777;34190;84.4;82.3;5.3
30;2021-10-28;308;328;1371;548333;535105;35561;84.4;82.4;5.5
30;2021-10-29;379;482;1462;548712;535587;37023;84.5;82.5;5.7
30;2021-10-30;144;285;511;548856;535872;37534;84.5;82.5;5.8
30;2021-10-31;7;17;6;548863;535889;37540;84.5;82.5;5.8
30;2021-11-01;46;38;21;548909;535927;37561;84.5;82.5;5.8
30;2021-11-02;230;403;1018;549139;536330;38579;84.5;82.6;5.9
30;2021-11-03;366;447;1755;549505;536777;40334;84.6;82.6;6.2
30;2021-11-04;249;341;1514;549754;537118;41848;84.6;82.7;6.4
30;2021-11-05;357;524;1964;550111;537642;43812;84.7;82.8;6.7
30;2021-11-06;168;236;435;550279;537878;44247;84.7;82.8;6.8
30;2021-11-07;16;37;30;550295;537915;44277;84.7;82.8;6.8
30;2021-11-08;176;310;1569;550471;538225;45846;84.7;82.9;7.1
30;2021-11-09;248;394;2209;550719;538619;48055;84.8;82.9;7.4
30;2021-11-10;324;423;2433;551043;539042;50488;84.8;83.0;7.8
30;2021-11-11;30;51;119;551073;539093;50607;84.8;83.0;7.8
30;2021-11-12;267;357;2086;551340;539450;52693;84.9;83.0;8.1
30;2021-11-13;123;200;660;551463;539650;53353;84.9;83.1;8.2
30;2021-11-14;14;28;31;551477;539678;53384;84.9;83.1;8.2
30;2021-11-15;187;332;1992;551664;540010;55376;84.9;83.1;8.5
30;2021-11-16;227;289;2774;551891;540299;58150;85.0;83.2;9.0
30;2021-11-17;300;400;2985;552191;540699;61135;85.0;83.2;9.4
30;2021-11-18;236;368;2668;552427;541067;63803;85.0;83.3;9.8
30;2021-11-19;424;458;3422;552851;541525;67225;85.1;83.4;10.3
30;2021-11-20;136;236;730;552987;541761;67955;85.1;83.4;10.5
30;2021-11-21;6;17;29;552993;541778;67984;85.1;83.4;10.5
30;2021-11-22;223;274;2456;553216;542052;70440;85.2;83.4;10.8
30;2021-11-23;289;245;3010;553505;542297;73450;85.2;83.5;11.3
30;2021-11-24;306;406;3037;553811;542703;76487;85.3;83.5;11.8
30;2021-11-25;327;344;3524;554138;543047;80011;85.3;83.6;12.3
30;2021-11-26;454;481;5434;554592;543528;85445;85.4;83.7;13.2
30;2021-11-27;168;237;1705;554760;543765;87150;85.4;83.7;13.4
30;2021-11-28;28;49;323;554788;543814;87473;85.4;83.7;13.5
30;2021-11-29;199;247;4040;554987;544061;91513;85.4;83.8;14.1
30;2021-11-30;277;327;5724;555264;544388;97237;85.5;83.8;15.0
30;2021-12-01;267;384;5436;555531;544772;102673;85.5;83.9;15.8
30;2021-12-02;265;245;5871;555796;545017;108544;85.6;83.9;16.7
30;2021-12-03;292;350;7312;556088;545367;115856;85.6;84.0;17.8
30;2021-12-04;147;186;2527;556235;545553;118383;85.6;84.0;18.2
30;2021-12-05;28;62;423;556263;545615;118806;85.6;84.0;18.3
30;2021-12-06;218;335;6425;556481;545950;125231;85.7;84.0;19.3
30;2021-12-07;343;352;9228;556824;546302;134459;85.7;84.1;20.7
30;2021-12-08;278;356;8178;557102;546658;142637;85.8;84.2;22.0
30;2021-12-09;326;286;8761;557428;546944;151398;85.8;84.2;23.3
30;2021-12-10;361;398;9650;557789;547342;161048;85.9;84.3;24.8
30;2021-12-11;189;200;3978;557978;547542;165026;85.9;84.3;25.4
30;2021-12-12;16;53;464;557994;547595;165490;85.9;84.3;25.5
30;2021-12-13;257;304;7583;558251;547899;173073;85.9;84.3;26.6
30;2021-12-14;354;371;10851;558605;548270;183924;86.0;84.4;28.3
30;2021-12-15;319;381;8782;558924;548651;192706;86.0;84.5;29.7
30;2021-12-16;365;401;9046;559289;549052;201752;86.1;84.5;31.1
30;2021-12-17;435;588;10287;559724;549640;212039;86.2;84.6;32.6
30;2021-12-18;222;232;3927;559946;549872;215966;86.2;84.7;33.2
30;2021-12-19;54;51;800;560000;549923;216766;86.2;84.7;33.4
31;2020-12-27;1;0;0;1;0;0;0.0;0.0;0.0
31;2020-12-28;1;0;0;2;0;0;0.0;0.0;0.0
31;2020-12-29;0;0;0;2;0;0;0.0;0.0;0.0
31;2020-12-30;0;0;0;2;0;0;0.0;0.0;0.0
31;2020-12-31;1;0;0;3;0;0;0.0;0.0;0.0
31;2021-01-01;4;0;0;7;0;0;0.0;0.0;0.0
31;2021-01-02;0;0;0;7;0;0;0.0;0.0;0.0
31;2021-01-03;2;0;0;9;0;0;0.0;0.0;0.0
31;2021-01-04;3;1;0;12;1;0;0.0;0.0;0.0
31;2021-01-05;55;0;0;67;1;0;0.0;0.0;0.0
31;2021-01-06;203;1;0;270;2;0;0.0;0.0;0.0
31;2021-01-07;321;1;0;591;3;0;0.0;0.0;0.0
31;2021-01-08;556;0;0;1147;3;0;0.1;0.0;0.0
31;2021-01-09;288;0;0;1435;3;0;0.1;0.0;0.0
31;2021-01-10;278;0;0;1713;3;0;0.1;0.0;0.0
31;2021-01-11;972;4;0;2685;7;0;0.2;0.0;0.0
31;2021-01-12;1157;1;0;3842;8;0;0.3;0.0;0.0
31;2021-01-13;1141;5;0;4983;13;0;0.4;0.0;0.0
31;2021-01-14;1249;19;0;6232;32;0;0.5;0.0;0.0
31;2021-01-15;1061;5;0;7293;37;0;0.6;0.0;0.0
31;2021-01-16;273;2;0;7566;39;0;0.6;0.0;0.0
31;2021-01-17;200;0;0;7766;39;0;0.6;0.0;0.0
31;2021-01-18;1693;7;0;9459;46;0;0.8;0.0;0.0
31;2021-01-19;2916;12;0;12375;58;0;1.0;0.0;0.0
31;2021-01-20;3596;12;0;15971;70;0;1.3;0.0;0.0
31;2021-01-21;3031;10;0;19002;80;0;1.6;0.0;0.0
31;2021-01-22;2301;6;0;21303;86;0;1.8;0.0;0.0
31;2021-01-23;723;2;0;22026;88;0;1.8;0.0;0.0
31;2021-01-24;223;1;0;22249;89;0;1.8;0.0;0.0
31;2021-01-25;1762;13;0;24011;102;0;2.0;0.0;0.0
31;2021-01-26;1995;59;0;26006;161;0;2.2;0.0;0.0
31;2021-01-27;1699;153;0;27705;314;0;2.3;0.0;0.0
31;2021-01-28;1511;288;0;29216;602;0;2.4;0.0;0.0
31;2021-01-29;1399;373;0;30615;975;0;2.5;0.1;0.0
31;2021-01-30;457;180;0;31072;1155;0;2.6;0.1;0.0
31;2021-01-31;77;200;0;31149;1355;0;2.6;0.1;0.0
31;2021-02-01;1249;740;0;32398;2095;0;2.7;0.2;0.0
31;2021-02-02;2997;800;0;35395;2895;0;2.9;0.2;0.0
31;2021-02-03;1875;718;0;37270;3613;0;3.1;0.3;0.0
31;2021-02-04;1882;931;0;39152;4544;0;3.2;0.4;0.0
31;2021-02-05;1393;636;0;40545;5180;0;3.4;0.4;0.0
31;2021-02-06;437;71;0;40982;5251;0;3.4;0.4;0.0
31;2021-02-07;56;59;0;41038;5310;0;3.4;0.4;0.0
31;2021-02-08;1105;680;0;42143;5990;0;3.5;0.5;0.0
31;2021-02-09;1641;1547;0;43784;7537;0;3.6;0.6;0.0
31;2021-02-10;1915;2391;0;45699;9928;0;3.8;0.8;0.0
31;2021-02-11;1795;1792;0;47494;11720;0;3.9;1.0;0.0
31;2021-02-12;1635;863;0;49129;12583;0;4.1;1.0;0.0
31;2021-02-13;513;247;0;49642;12830;0;4.1;1.1;0.0
31;2021-02-14;58;218;0;49700;13048;0;4.1;1.1;0.0
31;2021-02-15;435;1409;0;50135;14457;0;4.2;1.2;0.0
31;2021-02-16;502;1619;0;50637;16076;0;4.2;1.3;0.0
31;2021-02-17;470;1681;0;51107;17757;0;4.2;1.5;0.0
31;2021-02-18;525;1835;0;51632;19592;0;4.3;1.6;0.0
31;2021-02-19;463;1611;0;52095;21203;0;4.3;1.8;0.0
31;2021-02-20;96;537;0;52191;21740;0;4.3;1.8;0.0
31;2021-02-21;73;168;0;52264;21908;0;4.3;1.8;0.0
31;2021-02-22;441;1795;0;52705;23703;0;4.4;2.0;0.0
31;2021-02-23;877;2886;0;53582;26589;0;4.4;2.2;0.0
31;2021-02-24;626;2072;0;54208;28661;0;4.5;2.4;0.0
31;2021-02-25;1436;1889;0;55644;30550;0;4.6;2.5;0.0
31;2021-02-26;1721;1308;0;57365;31858;0;4.8;2.6;0.0
31;2021-02-27;654;416;0;58019;32274;0;4.8;2.7;0.0
31;2021-02-28;92;59;0;58111;32333;0;4.8;2.7;0.0
31;2021-03-01;894;1141;0;59005;33474;0;4.9;2.8;0.0
31;2021-03-02;1283;1657;0;60288;35131;0;5.0;2.9;0.0
31;2021-03-03;1382;1764;0;61670;36895;0;5.1;3.1;0.0
31;2021-03-04;2447;1477;0;64117;38372;0;5.3;3.2;0.0
31;2021-03-05;3057;1576;0;67174;39948;0;5.6;3.3;0.0
31;2021-03-06;2874;421;0;70048;40369;0;5.8;3.4;0.0
31;2021-03-07;5208;114;0;75256;40483;0;6.2;3.4;0.0
31;2021-03-08;1671;1087;0;76927;41570;0;6.4;3.5;0.0
31;2021-03-09;2776;1207;0;79703;42777;0;6.6;3.6;0.0
31;2021-03-10;2592;1083;0;82295;43860;0;6.8;3.6;0.0
31;2021-03-11;4415;1186;0;86710;45046;0;7.2;3.7;0.0
31;2021-03-12;5307;1216;0;92017;46262;0;7.6;3.8;0.0
31;2021-03-13;2860;524;0;94877;46786;0;7.9;3.9;0.0
31;2021-03-14;261;53;0;95138;46839;0;7.9;3.9;0.0
31;2021-03-15;2587;432;0;97725;47271;0;8.1;3.9;0.0
31;2021-03-16;1775;807;0;99500;48078;0;8.3;4.0;0.0
31;2021-03-17;1743;570;0;101243;48648;0;8.4;4.0;0.0
31;2021-03-18;2073;744;0;103316;49392;0;8.6;4.1;0.0
31;2021-03-19;3272;562;0;106588;49954;0;8.8;4.1;0.0
31;2021-03-20;1870;160;0;108458;50114;0;9.0;4.2;0.0
31;2021-03-21;268;33;0;108726;50147;0;9.0;4.2;0.0
31;2021-03-22;2687;397;0;111413;50544;0;9.2;4.2;0.0
31;2021-03-23;4138;364;0;115551;50908;0;9.6;4.2;0.0
31;2021-03-24;4390;307;0;119941;51215;0;10.0;4.3;0.0
31;2021-03-25;6070;543;0;126011;51758;0;10.5;4.3;0.0
31;2021-03-26;5599;554;0;131610;52312;0;10.9;4.3;0.0
31;2021-03-27;4477;220;0;136087;52532;0;11.3;4.4;0.0
31;2021-03-28;2259;50;0;138346;52582;0;11.5;4.4;0.0
31;2021-03-29;4415;493;0;142761;53075;0;11.8;4.4;0.0
31;2021-03-30;6562;580;0;149323;53655;0;12.4;4.5;0.0
31;2021-03-31;5821;434;0;155144;54089;0;12.9;4.5;0.0
31;2021-04-01;7101;626;0;162245;54715;0;13.5;4.5;0.0
31;2021-04-02;6246;645;0;168491;55360;0;14.0;4.6;0.0
31;2021-04-03;4111;214;0;172602;55574;0;14.3;4.6;0.0
31;2021-04-04;2048;116;0;174650;55690;0;14.5;4.6;0.0
31;2021-04-05;613;80;0;175263;55770;0;14.5;4.6;0.0
31;2021-04-06;4352;1200;0;179615;56970;0;14.9;4.7;0.0
31;2021-04-07;6403;1070;0;186018;58040;0;15.4;4.8;0.0
31;2021-04-08;7725;1118;0;193743;59158;0;16.1;4.9;0.0
31;2021-04-09;8492;1341;0;202235;60499;0;16.8;5.0;0.0
31;2021-04-10;5184;612;0;207419;61111;0;17.2;5.1;0.0
31;2021-04-11;2111;148;0;209530;61259;0;17.4;5.1;0.0
31;2021-04-12;6062;1868;0;215592;63127;0;17.9;5.2;0.0
31;2021-04-13;8024;2112;0;223616;65239;0;18.6;5.4;0.0
31;2021-04-14;6748;2046;0;230364;67285;0;19.1;5.6;0.0
31;2021-04-15;7841;2290;0;238205;69575;0;19.8;5.8;0.0
31;2021-04-16;7330;2162;0;245535;71737;0;20.4;6.0;0.0
31;2021-04-17;4603;1003;0;250138;72740;0;20.8;6.0;0.0
31;2021-04-18;2485;398;0;252623;73138;0;21.0;6.1;0.0
31;2021-04-19;5306;2188;0;257929;75326;0;21.4;6.3;0.0
31;2021-04-20;6119;2932;0;264048;78258;0;21.9;6.5;0.0
31;2021-04-21;6053;2916;0;270101;81174;0;22.4;6.7;0.0
31;2021-04-22;6470;3274;0;276571;84448;0;23.0;7.0;0.0
31;2021-04-23;6351;2768;0;282922;87216;0;23.5;7.2;0.0
31;2021-04-24;2027;3355;0;284949;90571;0;23.6;7.5;0.0
31;2021-04-25;807;2095;0;285756;92666;0;23.7;7.7;0.0
31;2021-04-26;3958;3631;0;289714;96297;0;24.0;8.0;0.0
31;2021-04-27;4728;4069;0;294442;100366;0;24.4;8.3;0.0
31;2021-04-28;4724;3792;0;299166;104158;0;24.8;8.6;0.0
31;2021-04-29;5459;4222;0;304625;108380;0;25.3;9.0;0.0
31;2021-04-30;5261;4392;0;309886;112772;0;25.7;9.4;0.0
31;2021-05-01;1953;3206;0;311839;115978;0;25.9;9.6;0.0
31;2021-05-02;1482;1984;0;313321;117962;0;26.0;9.8;0.0
31;2021-05-03;5664;2827;0;318985;120789;0;26.5;10.0;0.0
31;2021-05-04;5034;5040;0;324019;125829;0;26.9;10.4;0.0
31;2021-05-05;3563;6018;0;327582;131847;0;27.2;10.9;0.0
31;2021-05-06;4041;7446;0;331623;139293;0;27.5;11.6;0.0
31;2021-05-07;5871;7241;0;337494;146534;0;28.0;12.2;0.0
31;2021-05-08;4032;3114;0;341526;149648;0;28.3;12.4;0.0
31;2021-05-09;3845;2358;0;345371;152006;0;28.7;12.6;0.0
31;2021-05-10;6448;5749;0;351819;157755;0;29.2;13.1;0.0
31;2021-05-11;6987;6849;0;358806;164604;0;29.8;13.7;0.0
31;2021-05-12;7538;6158;0;366344;170762;0;30.4;14.2;0.0
31;2021-05-13;5691;2165;0;372035;172927;0;30.9;14.4;0.0
31;2021-05-14;8604;4247;0;380639;177174;0;31.6;14.7;0.0
31;2021-05-15;6552;2111;0;387191;179285;0;32.1;14.9;0.0
31;2021-05-16;3843;657;0;391034;179942;0;32.5;14.9;0.0
31;2021-05-17;5990;4258;0;397024;184200;0;33.0;15.3;0.0
31;2021-05-18;6739;4321;0;403763;188521;0;33.5;15.6;0.0
31;2021-05-19;7326;3834;0;411089;192355;0;34.1;16.0;0.0
31;2021-05-20;8274;4889;0;419363;197244;0;34.8;16.4;0.0
31;2021-05-21;8332;4961;0;427695;202205;0;35.5;16.8;0.0
31;2021-05-22;6157;1877;0;433852;204082;0;36.0;16.9;0.0
31;2021-05-23;4410;370;0;438262;204452;0;36.4;17.0;0.0
31;2021-05-24;4776;805;0;443038;205257;0;36.8;17.0;0.0
31;2021-05-25;7377;3870;0;450415;209127;0;37.4;17.4;0.0
31;2021-05-26;7485;4769;0;457900;213896;0;38.0;17.8;0.0
31;2021-05-27;7078;6230;0;464978;220126;0;38.6;18.3;0.0
31;2021-05-28;6560;6507;0;471538;226633;0;39.1;18.8;0.0
31;2021-05-29;4078;4258;0;475616;230891;0;39.5;19.2;0.0
31;2021-05-30;1385;2342;0;477001;233233;0;39.6;19.4;0.0
31;2021-05-31;5941;5250;0;482942;238483;0;40.1;19.8;0.0
31;2021-06-01;7138;6714;0;490080;245197;0;40.7;20.3;0.0
31;2021-06-02;7317;6497;0;497397;251694;0;41.3;20.9;0.0
31;2021-06-03;8252;8244;0;505649;259938;0;42.0;21.6;0.0
31;2021-06-04;9246;7434;0;514895;267372;0;42.7;22.2;0.0
31;2021-06-05;10593;3240;0;525488;270612;0;43.6;22.5;0.0
31;2021-06-06;7907;1565;0;533395;272177;0;44.3;22.6;0.0
31;2021-06-07;8503;5727;0;541898;277904;0;45.0;23.1;0.0
31;2021-06-08;9509;6363;0;551407;284267;0;45.8;23.6;0.0
31;2021-06-09;9889;5812;0;561296;290079;0;46.6;24.1;0.0
31;2021-06-10;10051;6536;0;571347;296615;0;47.4;24.6;0.0
31;2021-06-11;10743;7020;0;582090;303635;0;48.3;25.2;0.0
31;2021-06-12;9662;3772;0;591752;307407;0;49.1;25.5;0.0
31;2021-06-13;7935;1986;0;599687;309393;0;49.8;25.7;0.0
31;2021-06-14;8377;7028;0;608064;316421;0;50.5;26.3;0.0
31;2021-06-15;9865;7733;0;617929;324154;0;51.3;26.9;0.0
31;2021-06-16;8900;5962;0;626829;330116;0;52.0;27.4;0.0
31;2021-06-17;8405;6954;0;635234;337070;0;52.7;28.0;0.0
31;2021-06-18;8806;8542;0;644040;345612;0;53.5;28.7;0.0
31;2021-06-19;7916;6305;0;651956;351917;0;54.1;29.2;0.0
31;2021-06-20;5273;3841;0;657229;355758;0;54.5;29.5;0.0
31;2021-06-21;5349;7881;0;662578;363639;0;55.0;30.2;0.0
31;2021-06-22;5041;8812;0;667619;372451;0;55.4;30.9;0.0
31;2021-06-23;5176;8430;0;672795;380881;0;55.8;31.6;0.0
31;2021-06-24;4526;8847;0;677321;389728;0;56.2;32.3;0.0
31;2021-06-25;5055;10970;0;682376;400698;0;56.6;33.3;0.0
31;2021-06-26;4424;7747;0;686800;408445;0;57.0;33.9;0.0
31;2021-06-27;3329;4572;0;690129;413017;0;57.3;34.3;0.0
31;2021-06-28;3994;7693;0;694123;420710;0;57.6;34.9;0.0
31;2021-06-29;3854;8660;0;697977;429370;0;57.9;35.6;0.0
31;2021-06-30;4342;9357;0;702319;438727;0;58.3;36.4;0.0
31;2021-07-01;4167;9627;0;706486;448354;0;58.6;37.2;0.0
31;2021-07-02;4252;10893;0;710738;459247;0;59.0;38.1;0.0
31;2021-07-03;3995;8186;0;714733;467433;0;59.3;38.8;0.0
31;2021-07-04;2952;5044;0;717685;472477;0;59.6;39.2;0.0
31;2021-07-05;3921;7926;0;721606;480403;0;59.9;39.9;0.0
31;2021-07-06;3826;9424;5;725432;489827;5;60.2;40.7;0.0
31;2021-07-07;4023;9459;0;729455;499286;5;60.5;41.4;0.0
31;2021-07-08;3957;9403;3;733412;508689;8;60.9;42.2;0.0
31;2021-07-09;4510;10500;0;737922;519189;8;61.2;43.1;0.0
31;2021-07-10;3861;7064;0;741783;526253;8;61.6;43.7;0.0
31;2021-07-11;2851;4307;0;744634;530560;8;61.8;44.0;0.0
31;2021-07-12;3752;9850;0;748386;540410;8;62.1;44.9;0.0
31;2021-07-13;6760;10557;0;755146;550967;8;62.7;45.7;0.0
31;2021-07-14;5770;4189;0;760916;555156;8;63.2;46.1;0.0
31;2021-07-15;8261;10130;0;769177;565286;8;63.8;46.9;0.0
31;2021-07-16;7819;11107;0;776996;576393;8;64.5;47.8;0.0
31;2021-07-17;7855;11427;0;784851;587820;8;65.1;48.8;0.0
31;2021-07-18;5761;8913;0;790612;596733;8;65.6;49.5;0.0
31;2021-07-19;5124;11323;0;795736;608056;8;66.0;50.5;0.0
31;2021-07-20;7199;11761;0;802935;619817;8;66.6;51.4;0.0
31;2021-07-21;7215;11893;0;810150;631710;8;67.2;52.4;0.0
31;2021-07-22;7814;11590;0;817964;643300;8;67.9;53.4;0.0
31;2021-07-23;7229;12329;0;825193;655629;8;68.5;54.4;0.0
31;2021-07-24;8978;10368;0;834171;665997;8;69.2;55.3;0.0
31;2021-07-25;6457;8099;0;840628;674096;8;69.8;55.9;0.0
31;2021-07-26;5655;9786;0;846283;683882;8;70.2;56.8;0.0
31;2021-07-27;7901;9477;0;854184;693359;8;70.9;57.5;0.0
31;2021-07-28;8255;8489;0;862439;701848;8;71.6;58.2;0.0
31;2021-07-29;8528;8247;0;870967;710095;8;72.3;58.9;0.0
31;2021-07-30;7472;8251;0;878439;718346;8;72.9;59.6;0.0
31;2021-07-31;5704;7006;0;884143;725352;8;73.4;60.2;0.0
31;2021-08-01;3989;3988;0;888132;729340;8;73.7;60.5;0.0
31;2021-08-02;5621;5541;0;893753;734881;8;74.2;61.0;0.0
31;2021-08-03;5989;5456;0;899742;740337;8;74.7;61.4;0.0
31;2021-08-04;6040;4961;1;905782;745298;9;75.2;61.9;0.0
31;2021-08-05;5574;7224;0;911356;752522;9;75.6;62.5;0.0
31;2021-08-06;5445;7324;0;916801;759846;9;76.1;63.1;0.0
31;2021-08-07;4383;6426;0;921184;766272;9;76.5;63.6;0.0
31;2021-08-08;2983;4892;0;924167;771164;9;76.7;64.0;0.0
31;2021-08-09;4379;7018;0;928546;778182;9;77.1;64.6;0.0
31;2021-08-10;4706;6473;0;933252;784655;9;77.5;65.1;0.0
31;2021-08-11;4515;5951;0;937767;790606;9;77.8;65.6;0.0
31;2021-08-12;4431;6722;0;942198;797328;9;78.2;66.2;0.0
31;2021-08-13;3938;6084;0;946136;803412;9;78.5;66.7;0.0
31;2021-08-14;2861;6113;0;948997;809525;9;78.8;67.2;0.0
31;2021-08-15;1099;3642;0;950096;813167;9;78.9;67.5;0.0
31;2021-08-16;3199;7992;0;953295;821159;9;79.1;68.2;0.0
31;2021-08-17;3453;7176;0;956748;828335;9;79.4;68.7;0.0
31;2021-08-18;3249;6892;2;959997;835227;11;79.7;69.3;0.0
31;2021-08-19;2942;6971;0;962939;842198;11;79.9;69.9;0.0
31;2021-08-20;2889;7211;0;965828;849409;11;80.2;70.5;0.0
31;2021-08-21;1888;6497;0;967716;855906;11;80.3;71.0;0.0
31;2021-08-22;1270;4864;1;968986;860770;12;80.4;71.4;0.0
31;2021-08-23;2250;7448;0;971236;868218;12;80.6;72.1;0.0
31;2021-08-24;2403;6274;0;973639;874492;12;80.8;72.6;0.0
31;2021-08-25;2290;5718;0;975929;880210;12;81.0;73.1;0.0
31;2021-08-26;2190;5858;0;978119;886068;12;81.2;73.5;0.0
31;2021-08-27;2326;6679;0;980445;892747;12;81.4;74.1;0.0
31;2021-08-28;1711;6347;0;982156;899094;12;81.5;74.6;0.0
31;2021-08-29;1120;4454;0;983276;903548;12;81.6;75.0;0.0
31;2021-08-30;2004;6431;51;985280;909979;63;81.8;75.5;0.0
31;2021-08-31;2113;5361;138;987393;915340;201;81.9;76.0;0.0
31;2021-09-01;1908;4575;457;989301;919915;658;82.1;76.3;0.1
31;2021-09-02;1710;4036;518;991011;923951;1176;82.2;76.7;0.1
31;2021-09-03;1765;4578;533;992776;928529;1709;82.4;77.1;0.1
31;2021-09-04;1927;5272;280;994703;933801;1989;82.6;77.5;0.2
31;2021-09-05;940;1899;246;995643;935700;2235;82.6;77.7;0.2
31;2021-09-06;1351;2898;634;996994;938598;2869;82.7;77.9;0.2
31;2021-09-07;1186;2846;582;998180;941444;3451;82.8;78.1;0.3
31;2021-09-08;1342;3461;616;999522;944905;4067;83.0;78.4;0.3
31;2021-09-09;1004;2465;617;1000526;947370;4684;83.0;78.6;0.4
31;2021-09-10;1507;3144;615;1002033;950514;5299;83.2;78.9;0.4
31;2021-09-11;1245;3450;263;1003278;953964;5562;83.3;79.2;0.5
31;2021-09-12;475;1466;132;1003753;955430;5694;83.3;79.3;0.5
31;2021-09-13;1005;1972;754;1004758;957402;6448;83.4;79.5;0.5
31;2021-09-14;1190;1930;976;1005948;959332;7424;83.5;79.6;0.6
31;2021-09-15;1057;2547;859;1007005;961879;8283;83.6;79.8;0.7
31;2021-09-16;907;1640;1132;1007912;963519;9415;83.7;80.0;0.8
31;2021-09-17;1066;2441;864;1008978;965960;10279;83.7;80.2;0.9
31;2021-09-18;832;2669;252;1009810;968629;10531;83.8;80.4;0.9
31;2021-09-19;279;1070;129;1010089;969699;10660;83.8;80.5;0.9
31;2021-09-20;591;1462;726;1010680;971161;11386;83.9;80.6;0.9
31;2021-09-21;792;1565;1253;1011472;972726;12639;83.9;80.7;1.0
31;2021-09-22;805;2045;990;1012277;974771;13629;84.0;80.9;1.1
31;2021-09-23;720;1454;1232;1012997;976225;14861;84.1;81.0;1.2
31;2021-09-24;802;1981;989;1013799;978206;15850;84.1;81.2;1.3
31;2021-09-25;634;2407;229;1014433;980613;16079;84.2;81.4;1.3
31;2021-09-26;228;937;107;1014661;981550;16186;84.2;81.5;1.3
31;2021-09-27;627;1405;744;1015288;982955;16930;84.3;81.6;1.4
31;2021-09-28;706;1262;948;1015994;984217;17878;84.3;81.7;1.5
31;2021-09-29;721;1551;881;1016715;985768;18759;84.4;81.8;1.6
31;2021-09-30;675;1080;1101;1017390;986848;19860;84.4;81.9;1.6
31;2021-10-01;995;1768;916;1018385;988616;20776;84.5;82.0;1.7
31;2021-10-02;749;1642;310;1019134;990258;21086;84.6;82.2;1.8
31;2021-10-03;96;295;26;1019230;990553;21112;84.6;82.2;1.8
31;2021-10-04;450;674;609;1019680;991227;21721;84.6;82.3;1.8
31;2021-10-05;556;1200;1170;1020236;992427;22891;84.7;82.4;1.9
31;2021-10-06;657;1115;848;1020893;993542;23739;84.7;82.5;2.0
31;2021-10-07;620;1307;1187;1021513;994849;24926;84.8;82.6;2.1
